npi,specialty_description,total_claim_count,total_30_day_fill_count,total_drug_cost,total_day_supply,bene_count,brand_claim_count,brand_drug_cost,generic_claim_count,generic_drug_cost,opioid_claim_count,opioid_drug_cost,opioid_prescriber_rate,average_age_of_beneficiaries,beneficiary_female_count,beneficiary_male_count,beneficiary_race_white_count,beneficiary_race_black_count,beneficiary_race_asian_pi_count,beneficiary_race_hispanic_count,beneficiary_race_nat_ind_count,beneficiary_race_other_count,beneficiary_average_risk_score
1003226564,Psychiatry,372,372.0,45401.23,10629,28.0,34.0,27748.67,338.0,17652.56,0.0,0.0,0.0,48.0,,,,,,,0.0,0.0,1.2065
1003227018,Family Practice,642,939.3,38676.55,26511,89.0,,,490.0,6861.26,0.0,0.0,0.0,71.0,43.0,46.0,,,,49.0,0.0,0.0,1.3207
1003227141,Family Practice,971,1191.2,44675.17,33414,94.0,,,773.0,8859.01,28.0,757.56,2.88,63.0,55.0,39.0,80.0,,0.0,,,,1.5513
1003227166,Family Practice,846,1093.1,47290.49,31459,75.0,,,714.0,11196.6,20.0,951.81,2.36,65.0,53.0,22.0,64.0,0.0,,,,,1.4791
1003227349,Internal Medicine,272,343.8,33800.94,9351,55.0,,,189.0,7231.47,,,,69.0,24.0,31.0,32.0,23.0,0.0,0.0,0.0,0.0,3.1868
1003227554,Neurology,68,98.9,2589.93,2739,20.0,,,,,,,,73.0,,,,0.0,,,0.0,0.0,1.6223
1003227919,Family Practice,446,658.9,22819.73,17963,101.0,,,375.0,4825.88,20.0,391.09,4.48,67.0,52.0,49.0,76.0,,0.0,0.0,,,1.8615
1003227927,Internal Medicine,125,246.5,6149.54,7110,26.0,,,111.0,3891.08,,,,76.0,,,,,0.0,,0.0,,1.8763
1003228131,Family Practice,395,534.6,26186.38,14961,56.0,,,314.0,6147.81,,,,62.0,45.0,11.0,29.0,,,,0.0,0.0,1.3885
1003228404,General Practice,901,1534.5,197630.51,44425,209.0,377.0,186303.48,475.0,8736.78,,,,67.0,129.0,80.0,138.0,,0.0,51.0,0.0,,1.5098
1003228438,Internal Medicine,190,234.0,10203.62,6856,18.0,31.0,8807.25,159.0,1396.37,,,,66.0,,,,,0.0,0.0,0.0,0.0,1.8503
1003228651,Internal Medicine,400,581.9,12110.44,16319,60.0,,,349.0,4618.15,12.0,80.07,3.0,65.0,32.0,28.0,,,0.0,,,0.0,1.9609
1003228669,Family Practice,266,391.1,19239.72,11116,38.0,,,202.0,4069.57,,,,63.0,23.0,15.0,17.0,,,,,,1.4978
1003228727,Family Practice,746,1334.0,44131.05,38898,75.0,,,656.0,14127.19,37.0,502.77,4.96,63.0,47.0,28.0,53.0,,,0.0,0.0,0.0,1.4513
1003228735,Internal Medicine,309,383.7,7466.13,11287,37.0,,,285.0,3012.13,,,,68.0,16.0,21.0,,,0.0,15.0,0.0,0.0,2.0173
1003228743,Internal Medicine,482,781.8,33822.93,22437,73.0,,,355.0,6164.26,21.0,692.08,4.36,64.0,43.0,30.0,,,0.0,0.0,,0.0,1.2752
1003229113,Family Practice,150,178.0,4728.43,4853,11.0,18.0,3060.37,132.0,1668.06,28.0,317.68,18.67,61.0,11.0,0.0,,0.0,0.0,0.0,,0.0,1.1955
1003229121,Internal Medicine,112,125.4,8926.68,3043,36.0,37.0,8116.98,75.0,809.7,,,,66.0,17.0,19.0,15.0,,0.0,,,,1.8822
1003229147,Internal Medicine,500,860.2,28000.66,25084,64.0,,,405.0,7365.08,17.0,132.99,3.4,71.0,36.0,28.0,36.0,,,,0.0,,1.8775
1003229352,Family Practice,421,554.7,12110.04,15338,52.0,46.0,5474.12,375.0,6635.92,,,,73.0,35.0,17.0,37.0,0.0,,,0.0,,1.8344
1003229402,Family Practice,932,1251.5,64633.63,35924,122.0,139.0,51815.24,781.0,12541.91,,,,61.0,84.0,38.0,93.0,,0.0,,0.0,0.0,1.6599
1003229774,Family Practice,968,1211.5,51083.13,31964,114.0,186.0,39475.7,758.0,11105.3,25.0,250.2,2.58,67.0,71.0,43.0,,64.0,0.0,,0.0,,1.5247
1003230079,Internal Medicine,1216,1234.4,62083.73,18801,69.0,,,931.0,17179.89,63.0,1209.23,5.18,71.0,41.0,28.0,48.0,,,,0.0,0.0,3.049
1003230517,Internal Medicine,1029,1857.5,55755.97,53244,303.0,,,846.0,20791.54,65.0,1403.34,6.32,73.0,219.0,84.0,171.0,,,107.0,,,1.0181
1003233263,Family Practice,194,272.0,17926.04,7435,25.0,28.0,13587.33,166.0,4338.71,,,,66.0,14.0,11.0,,,0.0,,0.0,0.0,1.6499
1003233453,Family Practice,484,753.4,11825.1,21652,128.0,,,410.0,5578.1,,,,66.0,79.0,49.0,113.0,,,0.0,0.0,0.0,1.3565
1003233990,Internal Medicine,34,52.0,606.89,1322,15.0,11.0,390.09,23.0,216.8,0.0,0.0,0.0,64.0,,,,,,,0.0,0.0,2.0818
1003234055,Internal Medicine,214,303.6,8878.25,8548,66.0,,,181.0,4031.11,24.0,518.93,11.21,67.0,39.0,27.0,,45.0,0.0,,0.0,,2.2083
1003234063,Internal Medicine,23,33.0,4963.16,674,,,,,,,,,,,,,,,,,,
1003234097,Family Practice,663,753.1,39979.21,19462,85.0,126.0,31882.07,526.0,7611.68,22.0,674.13,3.32,65.0,46.0,39.0,,,,,0.0,0.0,1.6481
1003234105,Family Practice,1646,2003.0,60468.87,56677,143.0,280.0,42948.56,1348.0,17121.0,29.0,392.01,1.76,56.0,99.0,44.0,,95.0,,,0.0,0.0,1.8605
1003234113,Family Practice,372,559.4,36511.14,15977,64.0,,,266.0,5267.56,,,,64.0,39.0,25.0,34.0,,,,,0.0,1.508
1003234329,Internal Medicine,241,369.0,11980.15,10588,25.0,,,200.0,3268.5,,,,68.0,,,,,,,0.0,0.0,1.9745
1003234337,Internal Medicine,290,339.0,18541.26,9580,59.0,,,227.0,3922.25,0.0,0.0,0.0,63.0,36.0,23.0,,,,,0.0,,1.3728
1003234766,Family Practice,1248,1610.7,58726.7,45659,122.0,,,1030.0,17683.35,21.0,790.85,1.68,67.0,81.0,41.0,89.0,,,0.0,0.0,,1.7544
1003234915,Family Practice,657,917.4,48208.12,25460,187.0,100.0,37476.71,546.0,10031.77,,,,68.0,105.0,82.0,,116.0,,0.0,0.0,,1.415
1003235060,Internal Medicine,91,118.0,3670.39,3531,,17.0,3086.3,74.0,584.09,0.0,0.0,0.0,,,,,,,,,,
1003235243,Internal Medicine,410,502.9,13001.32,14656,56.0,,,344.0,4466.32,,,,65.0,32.0,24.0,,45.0,0.0,,0.0,,1.7369999999999999
1003235433,Internal Medicine,96,117.9,6206.55,3040,22.0,,,,,,,,62.0,,,,,,,0.0,0.0,2.6358
1003235474,Family Practice,476,599.3,25929.86,16285,67.0,,,344.0,3775.12,0.0,0.0,0.0,64.0,48.0,19.0,44.0,,0.0,,0.0,0.0,1.2651
1003235540,Internal Medicine,19,19.0,206.29,466,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003236217,Family Practice,439,625.3,42035.91,17919,62.0,,,347.0,10489.38,,,,63.0,46.0,16.0,11.0,51.0,0.0,0.0,0.0,0.0,2.1947
1003236290,Internal Medicine,1094,1332.7,70336.98,38388,199.0,215.0,59469.53,861.0,10386.51,,,,64.0,106.0,93.0,62.0,,,108.0,0.0,,1.6822
1003236373,Internal Medicine,18,32.0,963.59,906,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003236415,Internal Medicine,275,326.4,20615.79,8681,51.0,,,200.0,1951.39,,,,62.0,33.0,18.0,,28.0,0.0,,0.0,0.0,2.7789
1003236548,Internal Medicine,281,530.5,22274.48,15342,53.0,,,207.0,4887.19,,,,68.0,27.0,26.0,23.0,17.0,0.0,,0.0,,2.4373
1003236795,Internal Medicine,209,420.3,34700.33,12221,33.0,,,155.0,14914.66,,,,71.0,17.0,16.0,,,,12.0,0.0,,1.5094
1003236811,Family Practice,831,1279.2,64890.62,35137,123.0,,,611.0,11362.29,74.0,1244.18,8.9,69.0,73.0,50.0,109.0,0.0,0.0,,,0.0,2.1704
1003236837,Family Practice,757,1025.6,45075.89,29355,71.0,108.0,34028.81,632.0,10315.14,36.0,1597.05,4.76,58.0,46.0,25.0,,53.0,,,0.0,0.0,1.6386
1003236936,Internal Medicine,67,67.0,6317.88,1331,33.0,12.0,3533.81,55.0,2784.07,,,,60.0,18.0,15.0,18.0,,,,0.0,,5.5489
1003237769,Internal Medicine,151,152.0,4009.6,2277,71.0,,,133.0,1974.03,12.0,37.98,7.95,71.0,38.0,33.0,52.0,,0.0,,0.0,0.0,2.4048
1003237934,Internal Medicine,119,133.0,3367.75,3313,46.0,15.0,687.93,104.0,2679.82,,,,74.0,23.0,23.0,23.0,0.0,,,,,2.7274
1003238338,Family Practice,81,84.0,2479.11,1728,29.0,,,,,0.0,0.0,0.0,66.0,,,29.0,0.0,0.0,0.0,0.0,0.0,1.4332
1003238940,Family Practice,481,483.2,10425.41,5712,276.0,73.0,3807.0,408.0,6618.41,,,,67.0,188.0,88.0,,,,0.0,0.0,,1.1926
1003239542,Internal Medicine,184,235.7,8428.52,5665,62.0,,,124.0,1696.17,12.0,173.66,6.52,76.0,36.0,26.0,50.0,,,,0.0,,1.7296
1003243981,Family Practice,552,1036.5,32849.29,26623,183.0,,,457.0,12294.75,,,,73.0,124.0,59.0,160.0,,,,0.0,,0.8189
1003247446,Internal Medicine,251,256.2,10185.23,5184,92.0,,,207.0,3015.9,13.0,422.39,5.18,74.0,47.0,45.0,,,,,0.0,,2.0736
1003248105,Internal Medicine,267,284.3,14946.47,6064,111.0,,,207.0,3991.44,20.0,224.7,7.49,75.0,60.0,51.0,67.0,,,23.0,,,2.4192
1003249319,Internal Medicine,128,260.2,56580.63,7751,71.0,65.0,53810.69,52.0,2167.78,0.0,0.0,0.0,69.0,50.0,21.0,55.0,16.0,0.0,0.0,0.0,0.0,1.3486
1003250481,Family Practice,15,15.0,2000.59,424,,,,,,,,,,,,,,,,,,
1003250515,Family Practice,1166,1594.3,72866.89,45053,186.0,189.0,50190.32,960.0,22087.75,121.0,16169.37,10.38,70.0,102.0,84.0,172.0,,0.0,,0.0,,1.3637
1003250655,Family Practice,258,446.8,10133.59,12505,90.0,,,215.0,3455.49,,,,70.0,51.0,39.0,,,0.0,,,0.0,1.0752
1003250697,Family Practice,1207,1524.4,50207.05,42876,116.0,132.0,34220.63,1063.0,15555.46,48.0,732.3,3.98,61.0,61.0,55.0,79.0,,,17.0,0.0,,1.5485
1003250945,Family Practice,444,495.7,19452.2,12845,105.0,,,366.0,3337.69,25.0,734.29,5.63,65.0,71.0,34.0,,,0.0,,0.0,0.0,1.0562
1003251026,Family Practice,106,107.0,1192.34,878,82.0,15.0,389.25,91.0,803.09,,,,66.0,52.0,30.0,,,0.0,,0.0,,1.0526
1003251158,Family Practice,292,474.4,33007.41,12405,85.0,63.0,28612.47,215.0,3879.2,,,,66.0,62.0,23.0,64.0,,0.0,,0.0,,1.5046
1003251224,Internal Medicine,124,126.0,16948.77,3067,42.0,,,94.0,1053.66,0.0,0.0,0.0,69.0,21.0,21.0,0.0,0.0,0.0,42.0,0.0,0.0,2.5849
1003251356,Internal Medicine,46,54.0,51367.65,1183,18.0,17.0,51081.6,29.0,286.05,0.0,0.0,0.0,57.0,,,,,,,0.0,0.0,1.4661
1003251430,Family Practice,207,372.3,7826.59,9628,92.0,,,148.0,3268.8,,,,73.0,54.0,38.0,51.0,,,24.0,0.0,,1.3651
1003251471,Internal Medicine,61,65.0,2426.84,1504,18.0,,,,,,,,70.0,,,,,0.0,0.0,0.0,0.0,1.4503
1003251620,Family Practice,705,1005.7,38330.28,28383,81.0,,,558.0,7885.65,,,,62.0,43.0,38.0,64.0,,0.0,,0.0,,1.3917
1003251810,Family Practice,882,1032.3,56979.46,29115,105.0,,,662.0,10251.37,25.0,605.16,2.83,64.0,70.0,35.0,,,0.0,0.0,0.0,,1.3466
1003251885,Family Practice,1078,1819.6,49355.87,50926,252.0,136.0,32505.8,928.0,16408.84,30.0,512.79,2.78,70.0,173.0,79.0,230.0,,,,0.0,,1.2364
1003251976,Internal Medicine,785,911.9,44815.71,26310,86.0,134.0,34606.2,637.0,9686.87,28.0,1947.88,3.57,63.0,51.0,35.0,34.0,39.0,0.0,,0.0,,1.8385
1003252230,Family Practice,327,434.0,17647.92,11806,68.0,,,263.0,2824.38,,,,63.0,40.0,28.0,52.0,,,,0.0,,1.2785
1003252354,Family Practice,542,845.3,35485.14,24482,47.0,,,399.0,8246.78,42.0,1193.06,7.75,60.0,29.0,18.0,29.0,,,,,0.0,1.4204
1003252586,Internal Medicine,224,306.5,12413.76,8283,42.0,,,177.0,3888.12,13.0,120.81,5.8,67.0,,,,26.0,0.0,,,0.0,2.454
1003253055,Internal Medicine,519,820.0,41680.83,23370,64.0,,,417.0,10178.93,,,,63.0,32.0,32.0,39.0,,,,0.0,0.0,1.9529
1003253063,Internal Medicine,140,142.0,13320.95,2616,75.0,25.0,10690.12,115.0,2630.83,,,,77.0,39.0,36.0,,,0.0,,0.0,0.0,2.3737
1003253147,Internal Medicine,157,311.2,9039.56,9094,30.0,,,134.0,1506.34,0.0,0.0,0.0,68.0,,,,,,13.0,0.0,0.0,2.1661
1003253162,Internal Medicine,441,549.5,77556.88,15631,62.0,,,340.0,4698.36,,,,67.0,32.0,30.0,23.0,24.0,0.0,15.0,0.0,0.0,2.1318
1003253410,Internal Medicine,84,179.0,6292.27,5211,20.0,,,,,,,,69.0,,,,0.0,,0.0,0.0,0.0,2.9612
1003253584,Family Practice,429,685.5,29166.17,18954,80.0,,,327.0,5818.48,27.0,937.32,6.29,67.0,50.0,30.0,,,0.0,,0.0,,1.3998
1003253691,Internal Medicine,55,60.0,5892.08,1578,18.0,,,32.0,998.25,,,,66.0,,,,,0.0,,0.0,0.0,2.611
1003253782,Internal Medicine,400,568.3,23691.12,14967,95.0,,,321.0,5016.29,35.0,1032.68,8.75,67.0,59.0,36.0,58.0,,,,,0.0,2.6564
1003253931,Internal Medicine,280,374.5,28089.97,10230,70.0,,,210.0,8684.76,,,,63.0,47.0,23.0,34.0,18.0,0.0,18.0,0.0,0.0,1.9978
1003253972,Family Practice,557,577.5,47897.64,11618,180.0,109.0,39124.74,448.0,8772.9,40.0,1010.03,7.18,74.0,112.0,68.0,,,0.0,,0.0,,2.2404
1003254012,Family Practice,824,1211.7,42506.48,34955,107.0,,,702.0,14542.07,17.0,444.24,2.06,65.0,75.0,32.0,66.0,,0.0,,0.0,,1.5946
1003254145,Family Practice,302,637.8,30211.86,18441,108.0,,,229.0,6028.91,,,,74.0,63.0,45.0,87.0,,,,0.0,,1.0598
1003254178,Family Practice,756,1157.2,68158.88,31202,123.0,,,614.0,28684.07,100.0,1949.07,13.23,61.0,72.0,51.0,,0.0,0.0,0.0,,,1.4184
1003254202,Internal Medicine,460,626.3,36118.39,16856,108.0,,,343.0,6380.46,27.0,773.75,5.87,71.0,72.0,36.0,77.0,17.0,,,0.0,,1.5654
1003254566,Internal Medicine,433,568.4,24970.74,15790,97.0,,,358.0,8244.83,,,,64.0,64.0,33.0,50.0,,,30.0,,0.0,1.6855
1003254715,Family Practice,229,304.7,7712.82,8933,32.0,,,210.0,2789.67,0.0,0.0,0.0,69.0,15.0,17.0,,,,0.0,0.0,,1.4842
1003254798,Internal Medicine,488,612.8,37693.21,17608,45.0,,,361.0,4465.95,,,,63.0,24.0,21.0,29.0,,,,0.0,0.0,1.8861
1003255308,Internal Medicine,263,498.9,21153.79,14609,59.0,38.0,17739.71,225.0,3414.08,,,,71.0,37.0,22.0,48.0,,0.0,,0.0,,2.5333
1003255399,Family Practice,1029,1465.5,115220.33,40064,139.0,306.0,101150.96,675.0,11773.67,30.0,208.77,2.92,67.0,101.0,38.0,46.0,48.0,0.0,,0.0,,1.3633
1003255654,Internal Medicine,234,327.8,11627.56,9490,22.0,35.0,7891.7,188.0,3431.88,0.0,0.0,0.0,59.0,,,,,0.0,,0.0,,1.79
1003255837,Internal Medicine,134,164.5,56918.88,4172,27.0,24.0,40566.4,110.0,16352.48,,,,65.0,15.0,12.0,,0.0,,,0.0,0.0,1.1196
1003255845,Family Practice,1054,1205.8,57852.92,34983,56.0,286.0,44522.2,745.0,12490.68,21.0,642.19,1.99,64.0,27.0,29.0,,0.0,,42.0,0.0,0.0,1.5633
1003255910,Family Practice,1634,1864.7,47489.01,49696,254.0,201.0,30353.27,1421.0,16791.5,84.0,1852.9,5.14,68.0,158.0,96.0,,128.0,,,,,1.9029
1003255985,Family Practice,608,748.8,23413.78,19681,144.0,,,525.0,8039.82,17.0,322.81,2.8,67.0,82.0,62.0,117.0,,,13.0,0.0,,1.9457
1003256157,Internal Medicine,60,60.0,1831.26,1124,20.0,13.0,1168.9,47.0,662.36,,,,74.0,,,,0.0,0.0,,0.0,0.0,1.7045
1003256173,Internal Medicine,166,176.4,2790.18,4194,50.0,,,137.0,903.82,,,,70.0,25.0,25.0,,,0.0,,0.0,0.0,2.3553
1003256546,Internal Medicine,59,63.0,4078.52,1605,22.0,12.0,3809.81,47.0,268.71,0.0,0.0,0.0,75.0,11.0,11.0,,0.0,0.0,,0.0,,2.108
1003256553,Internal Medicine,330,542.7,21999.34,15600,63.0,,,269.0,5723.69,,,,67.0,32.0,31.0,,47.0,0.0,,0.0,0.0,1.9342
1003256587,Internal Medicine,201,391.1,18250.61,10817,59.0,,,155.0,5210.72,,,,68.0,40.0,19.0,,31.0,0.0,,0.0,,2.4105
1003256611,Family Practice,516,890.5,24311.92,26060,67.0,,,465.0,10576.81,,,,62.0,33.0,34.0,51.0,,,0.0,0.0,,1.2032
1003256645,Internal Medicine,105,138.0,6186.59,3587,29.0,,,94.0,1414.02,,,,70.0,14.0,15.0,,,,0.0,0.0,0.0,2.9251
1003256710,Internal Medicine,19,32.1,2118.59,839,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003256736,Internal Medicine,142,214.2,6144.2,5686,68.0,,,119.0,1909.96,,,,70.0,40.0,28.0,34.0,17.0,,,0.0,,1.1124
1003256843,Internal Medicine,331,399.1,12527.41,11395,52.0,,,279.0,3092.24,,,,73.0,30.0,22.0,12.0,,,23.0,0.0,,1.2957
1003256850,Internal Medicine,11,13.0,491.27,344,,0.0,0.0,11.0,491.27,0.0,0.0,0.0,,,,,,,,,,
1003256900,Internal Medicine,213,328.6,16049.15,9548,42.0,47.0,13683.38,151.0,1904.17,0.0,0.0,0.0,65.0,22.0,20.0,,23.0,0.0,0.0,0.0,,1.848
1003256959,Family Practice,496,649.4,21392.43,17966,88.0,,,414.0,6001.78,32.0,317.34,6.45,70.0,54.0,34.0,49.0,,0.0,,,,1.3133
1003256975,Family Practice,773,1038.2,35374.96,29351,66.0,,,645.0,11162.27,,,,61.0,36.0,30.0,48.0,,0.0,0.0,0.0,,1.5691
1003256991,Internal Medicine,18,22.0,569.23,656,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003257999,Internal Medicine,632,655.7,28254.29,18588,33.0,110.0,22114.14,522.0,6140.15,,,,68.0,19.0,14.0,,,,0.0,0.0,0.0,2.3480000000000003
1003258237,Internal Medicine,491,596.7,34883.54,16486,99.0,110.0,29592.94,381.0,5290.6,21.0,540.21,4.28,64.0,52.0,47.0,,61.0,0.0,0.0,,,1.7783
1003258930,Internal Medicine,168,313.5,12356.04,9217,22.0,35.0,6860.42,133.0,5495.62,0.0,0.0,0.0,64.0,,,,,,11.0,0.0,0.0,1.9126
1003259086,Internal Medicine,298,424.2,11146.1,11875,45.0,44.0,5596.59,243.0,4652.42,,,,69.0,26.0,19.0,,,0.0,,0.0,0.0,3.1833
1003259342,Internal Medicine,35,36.7,1341.23,811,18.0,,,,,,,,63.0,,,,,,0.0,0.0,0.0,3.2910000000000004
1003259458,Internal Medicine,1004,2008.8,57852.85,57920,352.0,,,835.0,21055.18,44.0,802.21,4.38,73.0,166.0,186.0,318.0,16.0,,,0.0,,1.0288
1003259524,Internal Medicine,99,99.7,3545.54,1824,47.0,14.0,2666.82,85.0,878.72,,,,71.0,30.0,17.0,,,0.0,,0.0,,2.0649
1003259607,Internal Medicine,134,138.7,3480.11,3901,29.0,,,,,,,,62.0,16.0,13.0,16.0,,,0.0,0.0,,1.4776
1003259649,Family Practice,591,1000.7,27030.49,28598,103.0,95.0,17182.14,470.0,8783.07,13.0,90.94,2.2,63.0,65.0,38.0,62.0,,,25.0,0.0,,1.8099
1003259698,Internal Medicine,281,531.0,24595.67,15203,74.0,,,238.0,6115.27,26.0,590.04,9.25,66.0,44.0,30.0,,32.0,14.0,17.0,0.0,,1.4269999999999998
1003259870,Internal Medicine,546,568.3,20624.63,12051,204.0,,,452.0,5635.36,14.0,126.67,2.56,75.0,120.0,84.0,57.0,,,120.0,0.0,,2.4134
1003260852,Internal Medicine,89,168.0,8731.29,4778,26.0,,,69.0,1922.69,0.0,0.0,0.0,65.0,,,,,0.0,,0.0,0.0,2.1715
1003262593,Internal Medicine,22,24.7,748.71,588,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003262668,Internal Medicine,36,53.5,2519.26,1402,17.0,,,,,0.0,0.0,0.0,70.0,,,,,,,0.0,0.0,1.5145
1003263583,Internal Medicine,38,56.8,1823.45,1523,24.0,,,,,,,,66.0,12.0,12.0,13.0,,0.0,,0.0,0.0,2.1487
1003263617,Family Practice,191,280.2,6831.97,7417,38.0,,,159.0,2284.65,,,,65.0,25.0,13.0,26.0,,0.0,,0.0,0.0,1.5037
1003263732,Internal Medicine,24,40.0,261.85,945,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003263955,Internal Medicine,42,65.3,4263.59,1665,13.0,,,,,,,,68.0,,,,,0.0,,0.0,0.0,2.6665
1003264029,Family Practice,97,110.7,7034.62,2555,16.0,,,77.0,775.17,,,,64.0,,,,,,0.0,,0.0,3.3454
1003264185,Internal Medicine,29,61.0,656.74,1728,,0.0,0.0,29.0,656.74,0.0,0.0,0.0,,,,,,,,,,
1003264284,Internal Medicine,28,28.0,294.94,634,,0.0,0.0,28.0,294.94,0.0,0.0,0.0,,,,,,,,,,
1003265745,Family Practice,135,264.1,8842.38,7363,39.0,22.0,6564.83,113.0,2277.55,,,,71.0,27.0,12.0,,0.0,0.0,,0.0,0.0,1.6458
1003265836,Family Practice,120,137.9,3753.0,3612,27.0,13.0,2803.28,107.0,949.72,,,,68.0,,,,,0.0,0.0,0.0,0.0,1.7988
1003265984,Internal Medicine,21,22.3,920.59,428,15.0,,,,,,,,69.0,,,,,,,0.0,0.0,1.4995
1003265992,Internal Medicine,59,62.0,4335.35,1638,23.0,,,,,0.0,0.0,0.0,65.0,,,,,0.0,,0.0,,2.1996
1003266131,Family Practice,62,84.0,656.12,2433,15.0,,,,,0.0,0.0,0.0,60.0,,,,,0.0,0.0,0.0,0.0,0.9959
1003266149,Internal Medicine,102,121.7,11010.47,2794,27.0,31.0,8852.78,71.0,2157.69,,,,66.0,16.0,11.0,,,0.0,,0.0,0.0,1.9445
1003266586,Internal Medicine,153,173.9,10509.48,4697,31.0,,,117.0,1747.86,,,,60.0,17.0,14.0,14.0,17.0,0.0,0.0,0.0,0.0,2.2599
1003267006,Internal Medicine,50,61.1,3505.77,1511,23.0,,,,,,,,68.0,,,23.0,0.0,0.0,0.0,0.0,0.0,1.7931
1003267147,Family Practice,226,301.5,7674.04,7864,39.0,,,204.0,2384.63,16.0,156.69,7.08,69.0,17.0,22.0,,,,0.0,0.0,0.0,1.6682
1003267360,Internal Medicine,16,16.0,712.14,258,,,,,,,,,,,,,,,,,,
1003267543,Family Practice,28,49.0,465.24,1388,12.0,,,,,0.0,0.0,0.0,68.0,,,,,0.0,0.0,0.0,0.0,1.0214
1003267956,Internal Medicine,17,19.0,1532.59,304,12.0,,,,,,,,66.0,,,,,0.0,0.0,0.0,0.0,2.653
1003268079,Internal Medicine,52,54.7,2783.76,1087,26.0,,,39.0,411.08,,,,67.0,11.0,15.0,,,0.0,0.0,0.0,0.0,1.9378
1003268392,Internal Medicine,14,14.0,290.36,246,,,,,,,,,,,,,,,,,,
1003268665,Internal Medicine,67,78.1,5313.86,1904,24.0,14.0,4554.56,53.0,759.3,,,,64.0,11.0,13.0,,,0.0,,0.0,0.0,2.6912
1003268954,Internal Medicine,47,52.3,1293.22,1333,15.0,,,,,,,,69.0,,,,,0.0,0.0,0.0,,1.6185
1003269200,Internal Medicine,24,25.0,473.43,463,,,,,,,,,,,,,,,,,,
1003269242,Internal Medicine,36,38.9,686.43,904,20.0,,,,,0.0,0.0,0.0,72.0,,,,,0.0,0.0,0.0,0.0,2.6574
1003269325,Internal Medicine,42,47.1,1626.72,1064,19.0,,,,,0.0,0.0,0.0,75.0,,,19.0,0.0,0.0,0.0,0.0,0.0,1.1697
1003269846,Family Practice,39,39.0,1553.3,937,13.0,,,,,,,,62.0,,,,,0.0,,0.0,0.0,2.8127
1003270786,Internal Medicine,73,77.0,1451.41,2033,26.0,,,,,0.0,0.0,0.0,73.0,,,,0.0,0.0,,,,2.2966
1003277468,Internal Medicine,50,52.0,898.6,532,39.0,,,,,,,,69.0,26.0,13.0,,,0.0,0.0,0.0,0.0,1.0816
1003281296,Internal Medicine,1858,3524.8,86213.38,101660,266.0,,,1556.0,31368.4,94.0,2383.89,5.06,76.0,156.0,110.0,230.0,,,0.0,0.0,,1.1454
1003286436,Internal Medicine,152,212.2,10206.94,5276,54.0,,,128.0,1774.15,,,,72.0,39.0,15.0,31.0,,,,0.0,,1.2670000000000001
1003287079,Internal Medicine,41,53.0,5391.55,1289,14.0,,,,,,,,62.0,,,,,0.0,,0.0,0.0,1.5489
1003287517,Family Practice,463,672.0,19968.35,19454,133.0,70.0,12986.73,381.0,6583.31,14.0,207.94,3.02,69.0,89.0,44.0,54.0,,17.0,50.0,0.0,,1.4151
1003288143,General Practice,34,46.2,2073.28,1255,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003290628,Internal Medicine,832,932.0,53671.62,26228,226.0,103.0,35661.47,701.0,17285.47,0.0,0.0,0.0,64.0,134.0,92.0,68.0,104.0,,,0.0,,1.7546
1003290834,Family Practice,374,614.5,18578.65,17140,57.0,80.0,13344.59,294.0,5234.06,39.0,748.63,10.43,65.0,38.0,19.0,30.0,,0.0,0.0,0.0,,1.2961
1003291279,Internal Medicine,53,60.3,2442.13,1400,22.0,,,41.0,572.15,,,,78.0,,,,,0.0,0.0,0.0,,2.042
1003293671,Internal Medicine,160,228.1,8813.83,6243,39.0,,,123.0,1650.32,,,,66.0,22.0,17.0,20.0,,,,0.0,0.0,2.6969
1003294422,Internal Medicine,28,46.8,901.44,1040,12.0,,,,,0.0,0.0,0.0,79.0,,,,0.0,0.0,,0.0,0.0,1.3683
1003294877,Internal Medicine,276,301.3,16541.3,8473,54.0,,,234.0,2136.63,0.0,0.0,0.0,59.0,32.0,22.0,,,0.0,,0.0,0.0,1.2575
1003294927,Internal Medicine,185,307.8,15424.76,8545,36.0,26.0,12528.4,159.0,2896.36,,,,66.0,23.0,13.0,17.0,19.0,0.0,0.0,0.0,0.0,3.1963
1003295072,Family Practice,268,341.0,11025.97,9326,72.0,,,221.0,2416.41,14.0,287.77,5.22,65.0,40.0,32.0,40.0,,0.0,,0.0,0.0,1.9896
1003295171,Internal Medicine,267,355.7,20068.85,10114,68.0,,,216.0,4470.61,19.0,362.0,7.12,63.0,39.0,29.0,,52.0,0.0,0.0,0.0,,2.1138
1003295726,Family Practice,156,207.6,11319.51,5191,37.0,,,131.0,3190.59,,,,64.0,21.0,16.0,14.0,,,,,0.0,1.6525
1003295817,Family Practice,211,272.2,11266.43,7413,63.0,37.0,8983.52,174.0,2282.91,0.0,0.0,0.0,69.0,38.0,25.0,51.0,,,,0.0,,1.7139
